,Unnamed: 0,Unnamed: 0.1,type,link,pair,PRODUCT NUMBER,ALCOHOL,SUGAR,ACIDS,ENERGY,PRICE / LITRE,MORE INFORMATION,ADDITIONAL INFORMATION,INGREDIENTS DECLARED BY THE PRODUCER,PACKAGING,CLOSURE,PRODUCER,SUPPLIER,SELECTION,text,topNotch,tips,features,region,variety,acid,bodied,dry,sweet,tannic,floral,citrus fruit,stone fruit,tropical fruit,red fruit,black fruit,honey,herbal,bitter,mineral,creamy,spice,earthy,baking spice,leather,astringent,apple/pear,melon,buttery,pastry,nut,chemical/medicinal,wood,smoky,fish_food,desserts_food,fruit_food,vegetables_food,sweet_food,salty_food,sour_food,bitter_food,beef_food,poultry_food,game_food,pork_food,dairy_food,fatty_food,lamb_food,nutty_food,box,desert,red,rose,sparkling,white,name,year,country,wine_region,wine_subregion,quality
18763,18763,18763,white,"https://www.alko.fi/en/products/564804/Dreissigacker-Riesling-2019/ 
",seafood,564804,12.5,5.0,7.7,70.0,26.35 EUR,,,Contains sulphites,bottle,metal screw cap,Weingut Dreissigacker,Winestate,general selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, ripe grapefruit notes, apricot notes, green apple notes, minerally, light petrol notes 
","['Germany', 'Qualitätswein Rheinhessen', 'Rheinhessen']",['Riesling'],3,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Dreissigacker-Riesling-2019,2019,Germany,Rheinhessen,,18.0
18768,18768,18768,white,"https://www.alko.fi/en/products/593947/Haraszthy-Sir-Irsai-2018/ 
",seafood,593947,11.5,-1.0,5.2,60.0,14.52 EUR,,,Contains sulphites,bottle,metal screw cap,Haraszthy Pincészet,Winepartners Finland,general selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","These wines are an excellent match for savoury starters, pasta and fish and seafood dishes.
Try with different kinds of tapas or antipasti, shrimp salad or sushi.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, green apple notes, ripe grapefruit notes, passion fruit notes, flowery, minerally 
","['PDO Etyek', 'Hungary', 'Others']","['Királyleányka', 'Irsai Olivér']",3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Haraszthy-Sir-Irsai-2018,2018,Hungary,,,18.0
1645,1645,1645,desert,"https://www.alko.fi/en/products/932771/Dreissigacker-Organic-Pink-Riesling/ 
",seafood,932771,12.0,7.0,7.8,70.0,21.07 EUR,,,Contains sulphites,bottle,metal screw cap,Dreissigacker,Winestate,sale-to-order selection,"Serve these wines well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge. Especially aromatised wines, as well as wines containing berries or fruit pulp, should be served well-chilled. If they are too warm, they can foam out of the bottle once opened.","Sparkling fruit wines, fruit wines and aromatised wines are perfect for socialising, as aperitifs or in mixed drinks and punches.
Try them in cocktails or punches, and choose the berry or fruit that you like the most. You can adjust the alcohol content by adding spirits, liquor, sparkling water, tonic or juice. Decorate with the season’s berries, fruits and herbs.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, very acidic, raspberry notes, redcurrant notes, minerally 
",['Germany'],"['Pinot Noir', 'Riesling']",4,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Dreissigacker-Organic-Pink-Riesling,0,Germany,,,18.75
1669,1669,1669,desert,"https://www.alko.fi/en/products/922583/Karahashi-Junmai-Ginjo-sake/ 
",seafood,922583,16.0,16.0,-1.0,100.0,37.6 EUR,,,,bottle,metal screw cap,Homare Sake Brewery,JF Trading,sale-to-order selection,"The serving temperature of sake can be changed with the seasons: enjoy warmed-up sake in the cold winter months and chilled sake when it is hot. Sake is a fresh product that does not improve with ageing. A bottle of sake should be consumed within a few days of opening, and an opened bottle should be kept in the fridge – just like wine.","Quality sakes are often served chilled, at 10–12°C or even cooler. Sake served at the start of a meal can be heated to about 40°C in a hot-water bath.
Sake naturally goes well with Japanese food. Try sake at various temperatures with, for example, sushi, in order to find a temperature that is the best for your palate.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium dry, aromatic, spicy, pear notes 
",['Japan'],[],0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Karahashi-Junmai-Ginjo-sake,0,Japan,,,
2443,2443,2443,red,"https://www.alko.fi/en/products/915316/Losi-Querciavalle-Chianti-Classico-2016/ 
",blini,915316,13.5,1.0,5.5,80.0,24.87 EUR,,,Contains sulphites,bottle,natural cork,Losi,Monditaly Wines and Spirits,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Berried and fresh reds go well with pasta, vegetable and chicken dishes and internal organs, such as liver, but also with fish.
Try with tomato-based pasta dishes, chicken stew with Moroccan spices or oven-baked salmon topped with blue cheese.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, medium tannic, cherry notes, flowery, pepper notes 
","['Italy', 'DOCG Chianti Classico', 'Tuscany']","['Canaiolo', 'Sangiovese']",0,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Losi-Querciavalle-Chianti-Classico-2016,2016,Italy,Tuscany,,18.0
12155,12155,12155,red,"https://www.alko.fi/en/products/400097/Joseph-Drouhin-Clos-de-Vougeot-Grand-Cru-2016/ 
",blini,400097,13.5,3.0,4.9,80.0,318.65 EUR,A wooden transport packaging,Saattaa sisältää sakkaa,Contains sulphites,bottle,natural cork,Joseph Drouhin,Vinetum,limited quantity product,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Berried and fresh reds go well with pasta, vegetable and chicken dishes and internal organs, such as liver, but also with fish.
Try with tomato-based pasta dishes, chicken stew with Moroccan spices or oven-baked salmon topped with blue cheese.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, tannic, wild raspberry notes, cherry notes, boysenberry notes, light violet notes, balanced oak notes, elegant, multi-dimensional, long 
","['Burgundy', 'France', 'AC Clos de Vougeot Grand Cru']",['Pinot Noir'],0,3,0,0,4,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Joseph-Drouhin-Clos-de-Vougeot-Grand-Cru-2016,2016,France,Burgundy,,17.181818181818183
14286,14286,14286,rose,"https://www.alko.fi/en/products/465137/Cascavel-Monts-Vertiges-2020/ 
",blini,465137,13.0,1.0,5.6,70.0,19.84 EUR,,,Contains sulphites,bottle,synthetic cork,Cascavel,Servaali,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, lemon notes, raspberry notes, redcurrant notes, hint of blood grapefruit, herbal notes 
","[""AC Coteaux d'Aix en Provence"", 'France']","['Grenache Noir', 'Cabernet Sauvignon', 'Syrah']",3,0,3,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Cascavel-Monts-Vertiges-2020,2020,France,,,18.181818181818183
14592,14592,14592,rose,"https://www.alko.fi/en/products/498667/Se-or-o-de-Sarr-a-Vi-edo-N-5-Garnacha-Vi-as-Viejas-2020/ 
",blini,498667,14.0,2.0,5.3,80.0,19.6 EUR,,,Contains sulphites,bottle,plastic closure,Sarria,Vinic,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, cherry notes, raspberry notes, cranberry notes, hint of wild strawberry, herbal notes 
","['DO Navarra', 'Spain']",['Garnacha'],3,0,3,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Se-or-o-de-Sarr-a-Vi-edo-N-5-Garnacha-Vi-as-Viejas-2020,2020,Spain,Navarra,,18.0
14702,14702,14702,sparkling,"https://www.alko.fi/en/products/588947/Ambriel-Classic-Cuv-e/ 
",blini,588947,12.0,7.0,10.6,70.0,52.75 EUR,,,Contains sulphites,bottle,natural cork,Redfolds Vineyards,Edge Wine Finland,limited quantity product,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, very acidic, green apple notes, citrus notes, whitecurrant notes, minerally, brioche notes, light herb notes, fresh, refreshing 
",['England'],"['Pinot Meunier', 'Pinot Noir', 'Chardonnay']",4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Ambriel-Classic-Cuv-e,0,England,,,
14725,14725,14725,sparkling,"https://www.alko.fi/en/products/938361/Gonet-Sulcova-Grand-Cru-Mill-sime-Champagne-Brut-2010/ 
",blini,938361,12.0,11.0,8.4,70.0,65.88 EUR,,,Contains sulphites,bottle,natural cork,Gonet Sulcova,Tolt Traders Oy,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, acidic, aromatic, elegant, citrus notes 
","['Champagne', 'France', 'AC Champagne']",['Chardonnay'],3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Gonet-Sulcova-Grand-Cru-Mill-sime-Champagne-Brut-2010,2010,France,Champagne,,16.0
18918,18918,18918,white,"https://www.alko.fi/en/products/535107/Reyneke-Organic-Stellenbosch-Chenin-Blanc-2019/ 
",blini,535107,12.0,2.0,4.9,70.0,38.83 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Reyneke Wines,Hedon,limited quantity product,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge.","The rich, full-bodied character is combined with toasted notes or oakiness, and the wines are a great match not only for oily fish but also for chicken, turkey and even game bird and pork dishes.
Try with flamed salmon, smoked duck or creamy mushroom soup.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, yellow plum notes, citrus notes, light green apple notes, minerally, toasted, roasted, good body, well-balanced 
","['WO Stellenbosch', 'South Africa', 'Others']",['Chenin Blanc'],3,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Reyneke-Organic-Stellenbosch-Chenin-Blanc-2019,2019,South Africa,,,18.666666666666668
18926,18926,18926,white,"https://www.alko.fi/en/products/905627/Domaines-Schlumberger-Pinot-Blanc-Les-Princes-Abb-s-2017/ 
",blini,905627,12.5,3.0,5.8,70.0,23.84 EUR,,,Contains sulphites,bottle,metal screw cap,Domaines Schlumberger,Interbrands Wines & Spirits Oy,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","These wines are an excellent match for savoury starters, pasta and fish and seafood dishes.
Try with different kinds of tapas or antipasti, shrimp salad or sushi.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, fruity, citrus notes, herbal notes 
","['AC Alsace', 'France', 'Alsace']",['Pinot Blanc'],3,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Domaines-Schlumberger-Pinot-Blanc-Les-Princes-Abb-s-2017,2017,France,Alsace,,17.0
6152,6152,6152,red,"https://www.alko.fi/en/products/915786/Dolce-Vita-Rosso-Dolce/ 
",sweet desserts,915786,11.5,45.0,5.6,80.0,11.99 EUR,,May contain sediment. Dessert wine,Contains sulphites,bottle,metal screw cap,Mondello Wines,Social Wines,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","These versatile players of the red wine world are ideal for socialising and buffet tables.
Try with sweet-and-sour pork stew, Thai chicken curry or spicy sausages, such as chorizo or salami.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium-bodied, medium tannic , 
","['Italy', 'Others']","['Cabernet Sauvignon', 'Merlot']",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Dolce-Vita-Rosso-Dolce,0,Italy,,,18.0
6683,6683,6683,red,"https://www.alko.fi/en/products/956732/Grace/ 
",sweet desserts,956732,13.0,65.0,5.3,100.0,14.92 EUR,,Fair for Life,Contains sulphites,bottle,metal screw cap,Stellar Winery,Norex Selected Brands,sale-to-order selection,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","These versatile players of the red wine world are ideal for socialising and buffet tables.
Try with sweet-and-sour pork stew, Thai chicken curry or spicy sausages, such as chorizo or salami.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, medium tannic, sweet, cherry notes, blackberry jam notes, spicy 
","['Wine of South Africa', 'South Africa', 'Others']",['Ruby Cabernet'],0,3,0,4,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Grace,0,South Africa,,,11.0
13587,13587,13587,rose,"https://www.alko.fi/en/products/412658/Belle-Blush-Zinfandel-Ros-2019-bag-in-box/ 
",sweet desserts,412658,10.0,25.0,5.6,70.0,13.32 EUR,,,Contains sulphites,bag-in-box,,Belle Ambiance,Winestate,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium sweet, medium acidic, redcurrant jam notes, strawberry notes, ripe raspberry notes 
",['United States'],['Zinfandel'],2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Belle-Blush-Zinfandel-Ros-2019-bag-in-box,2019,United States,,,18.0
13594,13594,13594,rose,"https://www.alko.fi/en/products/450297/Cinguetto-Lambrusco-Rosato/ 
",sweet desserts,450297,8.0,50.0,6.3,70.0,9.19 EUR,,"Lower-alcohol wine (0,6-9,9%)",Contains sulphites,bottle,natural cork,Casa Vinicola Abbazia Di San Guadenzio,Astra Wines,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Sweet, medium acidic, strawberry notes, raspberry notes, cherry jam notes, light herb notes, hint of citrus 
","['IGT Emilia', 'Italy']","['Ancellotta', 'Lambrusco Salamino', 'Lambrusco Maestri', 'Lambrusco Marani']",2,0,0,4,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Cinguetto-Lambrusco-Rosato,0,Italy,,,18.0
14681,14681,14681,sparkling,"https://www.alko.fi/en/products/927142/JP.-Chenet-Ice-Edition-Ros-Demi-Sec/ 
",sweet desserts,927142,11.0,45.0,5.8,80.0,17.95 EUR,,,Contains sulphites,bottle,plastic closure,JP. Chenet,Hartwall,general selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium sweet, medium acidic, wild strawberry notes, raspberry notes, apricot notes, hint of rose 
",['France'],['Bobal'],2,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,JP.-Chenet-Ice-Edition-Ros-Demi-Sec,0,France,,,18.416666666666668
14749,14749,14749,sparkling,"https://www.alko.fi/en/products/652197/Imperial-Spirit-Whisky-Flavour-Sparkling-Sec/ 
",sweet desserts,652197,11.0,40.0,5.2,80.0,15.85 EUR,,,Contains sulphites,bottle,natural cork,S.V.M.,Social Wines,general selection,,,,"Medium dry, medium acidic, citrus notes, vanilla notes, light whisky aroma, hint of nut, balanced 
",['France'],['Airén'],2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Imperial-Spirit-Whisky-Flavour-Sparkling-Sec,0,France,,,18.416666666666668
18814,18814,18814,white,"https://www.alko.fi/en/products/959782/Luca-Bosio-Moscato-d-Asti-2020/ 
",sweet desserts,959782,5.5,100.0,6.0,70.0,19.48 EUR,,Dessert wine,Contains sulphites,bottle,natural cork,Luca Bosio Vineyards,Tampereen Viinitukku,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","These wines are all characterised by delicious, fruity sweetness, which means that they are excellent for socialising and a good match for Eastern dishes and vegetables.
Try with Indian vegetable or chicken korma, shrimp and cheese quiche or black label Emmental.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Sweet, acidic, aromatic, fruity 
","[""DOCG Moscato d'Asti"", 'Italy']",['Moscato'],3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Luca-Bosio-Moscato-d-Asti-2020,2020,Italy,,,17.722222222222218
18932,18932,18932,white,"https://www.alko.fi/en/products/948875/Vi-a-Albali-Air-n-Semidulce-2018/ 
",sweet desserts,948875,11.5,16.0,5.0,70.0,10.52 EUR,,,Contains sulphites,bottle,natural cork,Felix Solis,Servaali,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","These wines are all characterised by delicious, fruity sweetness, which means that they are excellent for socialising and a good match for Eastern dishes and vegetables.
Try with Indian vegetable or chicken korma, shrimp and cheese quiche or black label Emmental.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium sweet, medium acidic, citrus notes, fruity, herbal notes 
","['Spain', 'DO Valdepeñas', 'Others']",['Airén'],2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Vi-a-Albali-Air-n-Semidulce-2018,2018,Spain,,,16.625
